GrLivArea,MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageArea,PavedDrive,OurdoorSpace,MoSold,YrSold,YrMoSold,AgeSold,SaleCondition,Longitude,Latitude,distFromCenter,cluster
1456,160,RL,2280,Reg,Lvl,Inside,NPkVill,Twnhs,2Story,6,5,1978,1978,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,311.0,Unf,0.0,855.0,Fa,Y,SBrkr,855,601,2,3,TA,1,Attchd,440.0,Y,26,7,2010,2010.583333,32.58333333,Normal,-93.671454,42.02103,2.638772220508644,8
2443,60,FV,10625,Reg,Lvl,Inside,Somerst,1Fam,2Story,6,5,2004,2004,BrkFace,353.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1158.0,Ex,Y,SBrkr,1158,1285,2,4,Gd,1,BuiltIn,744.0,Y,320,6,2007,2007.5,3.5,Normal,-93.671453,42.020893,2.6391934500141514,8
1668,20,RL,11248,IR1,Lvl,Corner,CollgCr,1Fam,1Story,9,5,2002,2002,Stone,215.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1059.0,Unf,0.0,1626.0,Ex,Y,SBrkr,1668,0,2,3,Gd,1,Attchd,702.0,Y,302,7,2007,2007.583333,5.583333333,Normal,-93.673197,42.019926,2.7329867308547673,4
1470,60,RL,13869,IR2,Lvl,Corner,Gilbert,1Fam,2Story,6,6,1997,1997,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,182.0,Unf,0.0,794.0,Gd,Y,SBrkr,794,676,2,3,TA,0,Attchd,388.0,Y,75,7,2007,2007.583333,10.58333333,Normal,-93.673137,42.02099,2.7254191198978104,4
2790,60,RL,12539,Reg,Lvl,Inside,NridgHt,1Fam,2Story,10,5,2005,2006,BrkFace,468.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1082.0,Unf,0.0,1620.0,Ex,Y,SBrkr,1632,1158,2,4,Ex,1,BuiltIn,1150.0,Y,422,6,2008,2008.5,2.5,Normal,-93.671443,42.019861,2.643324987993618,8
1254,80,RL,9600,IR1,Lvl,Inside,NAmes,1Fam,SLvl,6,5,1961,1961,BrkFace,291.0,TA,TA,CBlock,TA,TA,Av,ALQ,600.0,Unf,0.0,1218.0,TA,Y,SBrkr,1254,0,1,3,TA,1,Attchd,525.0,Y,168,5,2007,2007.416667,46.41666667,Normal,-93.672234,42.018988,2.6892476921603987,4
1851,20,RL,11727,Reg,Lvl,Corner,NAmes,1Fam,1Story,7,6,1969,1969,BrkFace,434.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,1851.0,Gd,Y,SBrkr,1851,0,2,3,TA,1,Attchd,506.0,Y,146,3,2006,2006.25,37.25,Normal,-93.672379,42.01899,2.696659420584825,4
1812,60,RL,7590,Reg,Lvl,Inside,NAmes,1Fam,2Story,5,5,1962,1962,BrkFace,288.0,TA,TA,CBlock,TA,TA,No,ALQ,540.0,Unf,0.0,864.0,TA,Y,SBrkr,876,936,2,4,TA,1,Attchd,264.0,Y,168,7,2007,2007.583333,45.58333333,Normal,-93.672408,42.018991,2.698137687910009,4
864,90,RL,9350,Reg,Lvl,Inside,Edwards,Duplex,SFoyer,5,5,1975,1975,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,864.0,Unf,0.0,864.0,Fa,N,SBrkr,864,0,1,2,TA,0,,0.0,Y,0,4,2008,2008.333333,33.33333333,Normal,-93.671304,42.021168,2.630618420271843,8
1468,20,RL,9178,Reg,Lvl,Inside,CollgCr,1Fam,1Story,8,5,2008,2008,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1468.0,Ex,Y,SBrkr,1468,0,2,3,Gd,1,Attchd,904.0,Y,334,6,2009,2009.5,1.5,Normal,-93.675294,42.018852,2.8468912272038054,4
1523,50,RL,15600,Reg,Bnk,Inside,Crawfor,1Fam,1.5Fin,5,7,1949,2005,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,312.0,Rec,507.0,1067.0,Fa,N,SBrkr,986,537,2,3,Fa,1,Attchd,295.0,Y,81,10,2009,2009.833333,4.833333333,Normal,-93.6755239,42.0186549,2.8600202770003085,4
2393,160,FV,3951,IR1,Lvl,Inside,Somerst,TwnhsE,2Story,10,5,1998,1999,None,0.0,Ex,TA,PConc,Gd,TA,Mn,BLQ,128.0,GLQ,842.0,970.0,Ex,Y,SBrkr,1469,924,2,2,Ex,1,Attchd,846.0,Y,184,2,2008,2008.166667,9.166666667,Normal,-93.6739723,42.0196717,2.774121512890959,4
1393,50,RL,16466,IR1,Lvl,Inside,Edwards,1Fam,1.5Fin,5,7,1955,1955,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,816.0,TA,Y,SBrkr,872,521,1,3,TA,0,Attchd,300.0,Y,386,4,2008,2008.333333,53.33333333,Normal,-93.6747048,42.0196959,2.811570744967583,4
1013,45,RM,5000,Reg,Bnk,Inside,BrkSide,1Fam,1.5Unf,6,7,1926,1950,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,992.0,Ex,Y,SBrkr,1013,0,1,3,TA,0,Detchd,160.0,Y,101,4,2008,2008.333333,58.33333333,Normal,-93.67525,42.019902,2.8384813329228957,4
1349,20,RL,8450,Reg,Lvl,Inside,SawyerW,1Fam,1Story,7,5,2000,2001,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1349.0,Ex,Y,SBrkr,1349,0,2,3,TA,0,Attchd,539.0,Y,175,12,2007,2008.0,7.0,Normal,-93.675173,42.018912,2.8402918842452394,4
1240,20,RL,10331,Reg,Lvl,CulDSac,Timber,1Fam,1Story,7,7,1985,1985,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,215.0,BLQ,80.0,1265.0,Gd,Y,SBrkr,1240,0,2,3,Gd,0,Attchd,528.0,Y,232,7,2007,2007.583333,22.58333333,Normal,-93.674327,42.01917,2.795272472169026,4
1620,60,RL,10793,Reg,Lvl,Inside,NWAmes,1Fam,2Story,5,5,1969,1969,BrkFace,263.0,TA,TA,CBlock,TA,TA,No,Rec,493.0,BLQ,287.0,780.0,Ex,Y,SBrkr,780,840,2,4,TA,0,Attchd,462.0,Y,208,4,2007,2007.333333,38.33333333,Normal,-93.673251,42.01883,2.7424207326073438,4
1632,60,RL,9084,IR1,Lvl,Inside,Gilbert,1Fam,2Story,7,5,1998,1998,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,935.0,Gd,Y,SBrkr,955,677,2,3,TA,1,Attchd,462.0,Y,28,6,2006,2006.5,8.5,Normal,-93.673253,42.018873,2.7422227210147283,4
848,120,RM,4435,Reg,Lvl,Inside,CollgCr,TwnhsE,1Story,6,5,2004,2004,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,662.0,Unf,0.0,848.0,Ex,Y,SBrkr,848,0,1,1,Gd,1,Attchd,420.0,Y,140,5,2006,2006.416667,2.416666667,Normal,-93.67318,42.018922,2.73814592208098,4
1577,120,RL,7841,IR1,Lvl,Inside,NridgHt,TwnhsE,1Story,9,5,2005,2005,BrkFace,394.0,Ex,TA,PConc,Ex,TA,No,GLQ,848.0,Unf,0.0,1577.0,Ex,Y,SBrkr,1577,0,2,2,Ex,1,Attchd,564.0,Y,242,5,2007,2007.416667,2.416666667,Normal,-93.675582,42.017386,2.873224860799445,4
1507,80,RL,7910,Reg,Lvl,Inside,NAmes,1Fam,SLvl,5,5,1960,1960,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,666.0,Unf,0.0,1075.0,Gd,Y,SBrkr,1507,0,2,4,TA,0,Basment,404.0,Y,0,8,2008,2008.666667,48.66666667,Normal,-93.676241,42.016642,2.9139859206858465,4
2094,60,FV,9375,Reg,Lvl,Inside,Somerst,1Fam,2Story,7,5,2003,2004,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,912.0,Ex,Y,SBrkr,912,1182,2,4,Gd,1,BuiltIn,615.0,Y,364,11,2009,2009.916667,5.916666667,Normal,-93.671612,42.018648,2.659867509840407,4
1092,20,RL,8250,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,7,1964,1964,Stone,260.0,TA,TA,CBlock,Gd,TA,No,Rec,787.0,Unf,0.0,1092.0,Ex,Y,SBrkr,1092,0,1,3,TA,0,Attchd,504.0,Y,0,7,2008,2008.583333,44.58333333,Normal,-93.670627,42.018898,2.6076134086593643,8
1848,60,FV,7379,IR1,Lvl,Inside,Somerst,1Fam,2Story,8,5,2000,2000,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,484.0,Unf,0.0,975.0,Ex,Y,SBrkr,975,873,2,3,Gd,1,Attchd,592.0,Y,464,4,2010,2010.333333,10.33333333,Normal,-93.670587,42.018973,2.6050263512608174,8
2197,60,RL,10010,Reg,Lvl,Inside,NoRidge,1Fam,2Story,7,5,1993,1994,BrkFace,320.0,Gd,TA,PConc,Gd,TA,Av,BLQ,228.0,GLQ,852.0,1080.0,Ex,Y,SBrkr,1108,1089,2,4,Gd,1,Attchd,783.0,Y,484,7,2008,2008.583333,14.58333333,Normal,-93.670025,42.018961,2.5763457142856123,8
1182,50,RM,9576,Reg,Lvl,Inside,OldTown,1Fam,1.5Fin,6,7,1945,1950,None,0.0,TA,TA,CBlock,Fa,TA,No,Rec,310.0,Unf,0.0,770.0,TA,Y,SBrkr,885,297,1,3,TA,0,Detchd,378.0,Y,0,5,2006,2006.416667,56.41666667,Normal,-93.669952,42.01896,2.572616662850717,8
1954,50,RL,15660,IR1,Lvl,Corner,Crawfor,1Fam,1.5Fin,7,9,1939,2006,BrkFace,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,341.0,Unf,0.0,798.0,Ex,Y,SBrkr,1137,817,1,3,Gd,2,Attchd,431.0,Y,269,5,2008,2008.416667,2.416666667,Normal,-93.669927,42.018959,2.5713443755611762,8
1484,20,RL,9037,IR1,HLS,Inside,Timber,1Fam,1Story,8,5,2006,2006,BrkFace,32.0,Gd,TA,PConc,Gd,TA,Av,GLQ,428.0,Unf,0.0,1476.0,Ex,Y,SBrkr,1484,0,2,2,Ex,1,Attchd,472.0,Y,153,12,2007,2008.0,2.0,Normal,-93.670063,42.018813,2.5793800979635337,8
498,30,RL,8088,Reg,Lvl,Inside,Edwards,1Fam,1Story,2,3,1922,1955,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,498.0,TA,N,FuseF,498,0,1,1,TA,0,Detchd,216.0,N,100,2,2006,2006.166667,51.16666667,Normal,-93.670039,42.018812,2.578159727321108,8
672,30,RL,5400,Reg,Lvl,Corner,OldTown,1Fam,1Story,4,7,1940,2005,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672.0,Gd,Y,SBrkr,672,0,1,2,TA,0,Detchd,308.0,N,196,7,2008,2008.583333,3.583333333,Normal,-93.669985,42.01881,2.5754120731299044,8
1285,50,RM,8635,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,5,5,1948,2001,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336.0,GLQ,41.0,672.0,TA,Y,SBrkr,1072,213,1,2,TA,0,Detchd,240.0,Y,0,1,2008,2008.083333,7.083333333,Normal,-93.66996,42.01881,2.574133075388078,8
1029,20,RL,7943,Reg,Lvl,Inside,Sawyer,1Fam,1Story,4,5,1961,1961,BrkCmn,192.0,TA,Fa,CBlock,TA,TA,Mn,Rec,903.0,Unf,0.0,1029.0,Gd,Y,SBrkr,1029,0,1,3,TA,0,Attchd,261.0,Y,103,4,2007,2007.333333,46.33333333,Normal,-93.669924,42.018809,2.57229885517318,8
1114,20,RL,13695,Reg,Lvl,Inside,SawyerW,1Fam,1Story,5,5,2004,2004,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,646.0,Unf,0.0,1114.0,Ex,Y,SBrkr,1114,0,1,3,Gd,0,Detchd,576.0,Y,102,6,2008,2008.5,4.5,Normal,-93.664779,42.022478,2.2923520615042268,8
1700,20,RL,9135,Reg,Lvl,Inside,CollgCr,1Fam,1Story,6,5,2003,2003,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,340.0,Unf,0.0,1682.0,Ex,Y,SBrkr,1700,0,2,3,Gd,0,Attchd,544.0,Y,215,5,2006,2006.416667,3.416666667,Normal,-93.6653819,42.020394,2.3294966978850598,8
948,20,RL,8190,Reg,Lvl,Inside,Edwards,1Fam,1Story,4,6,1954,1954,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,732.0,Unf,0.0,948.0,Ex,Y,SBrkr,948,0,1,3,TA,1,Detchd,280.0,Y,36,10,2007,2007.833333,53.83333333,Normal,-93.666315,42.019423,2.38314738731437,8
1639,50,RL,10480,Reg,Lvl,Inside,SWISU,1Fam,1.5Fin,6,5,1936,1950,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1064.0,Ex,Y,FuseA,1166,0,1,3,TA,0,Detchd,240.0,Y,0,3,2008,2008.25,58.25,Normal,-93.6663375,42.019629,2.3829226994992205,8
2064,60,RL,13128,IR1,HLS,CulDSac,Gilbert,1Fam,2Story,8,5,2005,2005,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1074.0,Ex,Y,SBrkr,1074,990,2,4,Gd,1,Attchd,527.0,Y,119,1,2006,2006.083333,1.083333333,Normal,-93.665737,42.018965,2.356956259596307,8
1643,20,RL,11500,IR1,Bnk,CulDSac,ClearCr,1Fam,1Story,6,6,1966,1966,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,LwQ,262.0,ALQ,723.0,1182.0,Ex,Y,SBrkr,1643,0,2,2,TA,1,Attchd,438.0,Y,339,3,2008,2008.25,42.25,Normal,-93.665562,42.019544,2.3437580223617713,8
1513,20,RL,15750,Reg,Lvl,FR3,CollgCr,1Fam,1Story,8,5,1999,2000,BrkFace,260.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1246.0,Unf,0.0,1462.0,Ex,Y,SBrkr,1513,0,2,2,Gd,1,Attchd,521.0,Y,169,6,2009,2009.5,9.5,Normal,-93.664768,42.020062,2.2998063203226695,8
950,20,RL,9758,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,1971,1971,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,412.0,LwQ,287.0,950.0,TA,Y,SBrkr,950,0,1,3,TA,0,Detchd,280.0,Y,0,7,2007,2007.583333,36.58333333,Normal,-93.66751,42.020196,2.4397326593775808,8
1094,20,RL,10452,IR1,Lvl,Inside,Edwards,1Fam,1Story,6,5,1953,1953,Stone,216.0,TA,TA,CBlock,TA,TA,Mn,Rec,500.0,Unf,0.0,1094.0,Ex,Y,SBrkr,1094,0,1,3,TA,2,Attchd,495.0,Y,287,6,2008,2008.5,55.5,Normal,-93.661895,42.020112,2.152201563183817,8
1671,20,RL,16280,Reg,Lvl,Inside,Veenker,1Fam,1Story,8,9,1976,2007,None,0.0,Ex,Ex,CBlock,Gd,Ex,Mn,GLQ,1044.0,Rec,382.0,1426.0,Ex,Y,SBrkr,1671,0,3,3,Ex,1,Attchd,550.0,Y,370,5,2008,2008.416667,1.416666667,Normal,-93.661951,42.02011,2.155084517071988,8
1228,70,RL,7155,Reg,Lvl,Inside,Crawfor,1Fam,2Story,7,8,1918,1990,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,Unf,0.0,600.0,Ex,Y,SBrkr,628,600,1,3,TA,1,Detchd,215.0,Y,308,5,2009,2009.416667,19.41666667,Normal,-93.663509,42.020783,2.231486168682339,8
1512,160,FV,2998,Reg,Lvl,Inside,Somerst,TwnhsE,2Story,6,5,2000,2000,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,507.0,Unf,0.0,756.0,Ex,Y,SBrkr,756,756,2,2,Gd,0,Detchd,440.0,Y,32,8,2009,2009.666667,9.666666667,Normal,-93.664685,42.020321,2.294109995695954,8
2775,75,RM,13500,Reg,Lvl,Inside,OldTown,1Fam,2.5Unf,10,9,1893,2000,None,0.0,Ex,Ex,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1237.0,Gd,Y,SBrkr,1521,1254,3,3,Gd,1,Detchd,880.0,Y,607,7,2008,2008.583333,8.583333333,Normal,-93.664841,42.021793,2.2965863080893887,8
1740,20,RL,15417,Reg,Lvl,Inside,Veenker,1Fam,1Story,7,5,1981,1981,None,0.0,Gd,TA,CBlock,Gd,TA,Mn,LwQ,121.0,Unf,0.0,1740.0,TA,Y,SBrkr,1740,0,1,2,Gd,0,Attchd,540.0,Y,466,6,2009,2009.5,28.5,Normal,-93.6644556,42.0217997,2.276747704771885,8
1382,20,RL,8750,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1955,1955,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,172.0,LwQ,483.0,1382.0,Gd,Y,FuseA,1382,0,1,3,Gd,0,Attchd,350.0,Y,280,7,2009,2009.583333,54.58333333,Normal,-93.660168,42.021583,2.0568119188941614,8
1056,20,RL,8450,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,6,1968,1968,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,775.0,Unf,0.0,1056.0,Ex,Y,SBrkr,1056,0,1,3,TA,1,Attchd,304.0,Y,269,7,2010,2010.583333,42.58333333,Normal,-93.661542,42.022655,2.125659069475042,8
1687,20,RL,57200,IR1,Bnk,Inside,Timber,1Fam,1Story,5,5,1948,1950,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,353.0,Rec,334.0,747.0,TA,Y,SBrkr,1687,0,1,3,TA,2,Detchd,572.0,N,50,6,2010,2010.5,60.5,Normal,-93.660303,42.021436,2.0642140597094003,8
1938,50,RL,11700,IR1,HLS,Inside,Crawfor,1Fam,1.5Fin,5,6,1937,1995,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,606.0,Unf,0.0,942.0,Ex,Y,SBrkr,1265,673,2,4,Gd,1,Detchd,240.0,Y,40,7,2008,2008.583333,13.58333333,Normal,-93.660119,42.021432,2.054768935371068,8
1586,20,RL,17043,IR1,Lvl,CulDSac,NWAmes,1Fam,1Story,6,5,1979,1998,None,0.0,TA,Gd,CBlock,Gd,Fa,No,Unf,0.0,Unf,0.0,1362.0,TA,Y,SBrkr,1586,0,2,3,TA,1,Attchd,435.0,Y,192,1,2009,2009.083333,11.08333333,Normal,-93.659191,42.021496,2.006854188074789,8
1121,20,RL,8816,Reg,Lvl,Corner,Sawyer,1Fam,1Story,5,6,1963,1963,None,0.0,TA,TA,PConc,TA,TA,No,Rec,651.0,Unf,0.0,1121.0,TA,Y,SBrkr,1121,0,1,3,TA,0,Detchd,480.0,Y,80,6,2009,2009.5,46.5,Normal,-93.664812,42.019004,2.309356562885975,8
875,20,RL,7200,Reg,Lvl,Inside,CollgCr,1Fam,1Story,4,8,1972,2006,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,385.0,Unf,0.0,385.0,Gd,Y,SBrkr,875,0,1,3,Gd,0,Detchd,728.0,Y,352,10,2007,2007.833333,1.833333333,Normal,-93.664925,42.01797,2.324439453913867,8
1646,120,RM,3811,IR1,HLS,Corner,Crawfor,TwnhsE,1Story,8,5,2004,2005,Stone,186.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1373.0,Unf,0.0,1594.0,Ex,Y,SBrkr,1646,0,2,2,Gd,1,Attchd,525.0,Y,336,5,2010,2010.416667,5.416666667,Normal,-93.665829,42.017962,2.3705586590635517,8
1414,20,RL,8773,Reg,Lvl,FR2,CollgCr,1Fam,1Story,7,5,2004,2004,BrkFace,98.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1414.0,Ex,Y,SBrkr,1414,0,2,3,Gd,0,Attchd,494.0,Y,237,5,2010,2010.416667,6.416666667,Normal,-93.6644024,42.01822,2.2953566188342935,8
1718,70,RL,7230,Reg,Lvl,Inside,Crawfor,1Fam,2.5Unf,7,7,1927,1992,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,851.0,Gd,Y,SBrkr,867,851,2,4,Gd,1,Detchd,264.0,Y,504,10,2007,2007.833333,15.83333333,Normal,-93.664821,42.01965,2.3050917829170423,8
1774,80,RL,15400,Reg,Lvl,Inside,Sawyer,1Fam,SLvl,5,5,1961,1961,None,0.0,TA,TA,CBlock,TA,Gd,No,Unf,0.0,Unf,0.0,552.0,TA,Y,SBrkr,904,611,2,4,TA,1,Attchd,384.0,Y,330,7,2009,2009.583333,48.58333333,Normal,-93.664336,42.019381,2.282132822476949,8
672,30,RM,4800,Reg,Lvl,Corner,OldTown,1Fam,1Story,5,4,1940,1950,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,672.0,TA,Y,SBrkr,672,0,1,2,TA,0,Detchd,256.0,Y,0,8,2008,2008.666667,58.66666667,Normal,-93.664506,42.0198028,2.287956491042509,8
906,70,RL,4882,IR1,Bnk,Inside,BrkSide,1Fam,2Story,4,7,1937,1950,None,0.0,TA,TA,PConc,TA,TA,No,Rec,120.0,Unf,0.0,348.0,TA,Y,SBrkr,453,453,1,2,TA,0,Basment,231.0,Y,0,9,2008,2008.75,58.75,Normal,-93.663479,42.019959,2.234338848584428,8
876,20,RL,7480,Reg,Lvl,Inside,CollgCr,1Fam,1Story,5,6,1972,1972,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,480.0,Unf,0.0,876.0,TA,Y,SBrkr,876,0,1,3,TA,0,Detchd,484.0,Y,0,6,2010,2010.5,38.5,Normal,-93.66346,42.018943,2.240760477441495,8
1955,50,RM,9000,Reg,Lvl,Inside,IDOTRR,1Fam,1.5Fin,5,5,1958,1958,BrkFace,162.0,TA,TA,CBlock,TA,TA,No,ALQ,330.0,Unf,0.0,1151.0,Gd,Y,FuseA,1151,804,2,4,TA,0,Attchd,356.0,Y,0,1,2008,2008.083333,50.08333333,Normal,-93.663458,42.018848,2.2414607469561108,8
1057,20,RL,10519,Reg,Lvl,Inside,Edwards,1Fam,1Story,5,8,1955,1999,Stone,164.0,TA,TA,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,1057.0,Gd,Y,SBrkr,1057,0,1,3,Gd,0,Attchd,288.0,Y,0,3,2006,2006.25,7.25,Normal,-93.66345,42.018541,2.24377486949294,8
1493,20,RL,13125,Reg,Lvl,Inside,CollgCr,1Fam,1Story,6,5,1997,1998,BrkFace,215.0,TA,TA,PConc,Gd,TA,Gd,GLQ,994.0,Unf,0.0,1478.0,Ex,Y,SBrkr,1493,0,2,3,Gd,1,Attchd,508.0,Y,179,4,2008,2008.333333,10.33333333,Normal,-93.661995,42.017727,2.1780269150736498,8
1494,120,RL,9466,IR2,Lvl,FR2,Veenker,TwnhsE,1Story,8,5,1994,1995,None,0.0,Gd,TA,PConc,Gd,TA,Gd,LwQ,457.0,ALQ,1037.0,1494.0,Ex,Y,SBrkr,1494,0,1,1,Gd,1,Attchd,478.0,Y,247,5,2007,2007.416667,12.41666667,Normal,-93.661944,42.017726,2.175448488040004,8
1092,160,RM,2760,Reg,Lvl,Inside,BrDale,TwnhsE,2Story,6,5,1973,1973,BrkFace,514.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,525.0,TA,Y,SBrkr,525,567,1,3,TA,0,Detchd,440.0,Y,0,12,2006,2007.0,34.0,Normal,-93.663329,42.019937,2.226787958917839,8
1222,20,RL,7360,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2010,2010,Stone,80.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1222.0,Ex,Y,SBrkr,1222,0,2,2,Gd,0,Attchd,615.0,Y,54,3,2010,2010.25,0.25,Normal,-93.655762,42.022674,1.828202248810738,8
1960,90,RM,7596,Reg,Lvl,Inside,OldTown,Duplex,2Story,5,5,1952,1952,BrkFace,360.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,960.0,Gd,Y,SBrkr,960,1000,2,4,TA,0,Detchd,400.0,N,0,7,2009,2009.583333,57.58333333,Normal,-93.655653,42.022702,1.822579871027364,8
1350,80,RL,9020,Reg,Lvl,Corner,NAmes,1Fam,SLvl,6,5,1964,1964,BrkFace,259.0,TA,TA,CBlock,TA,TA,Gd,GLQ,624.0,Rec,336.0,1248.0,TA,Y,SBrkr,1350,0,1,3,TA,0,Attchd,520.0,Y,176,6,2008,2008.5,44.5,Normal,-93.6558,42.02224,1.8306206461709502,8
1040,20,RL,7500,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,7,1959,2003,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,574.0,Unf,0.0,1040.0,Ex,Y,SBrkr,1040,0,1,3,Gd,0,Attchd,286.0,Y,0,7,2007,2007.583333,4.583333333,Normal,-93.656681,42.022238,1.8759505066690338,8
1430,80,RL,7750,IR1,Lvl,Inside,Gilbert,1Fam,SLvl,7,5,2000,2000,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,250.0,Unf,0.0,384.0,Ex,Y,SBrkr,774,656,2,3,TA,1,BuiltIn,400.0,Y,180,4,2010,2010.333333,10.33333333,Normal,-93.657963,42.022092,1.94216075325828,8
1764,60,RL,15426,IR1,Lvl,Inside,CollgCr,1Fam,2Story,6,5,1997,1997,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,821.0,Unf,0.0,928.0,Ex,Y,SBrkr,928,836,2,3,Gd,0,Attchd,470.0,Y,375,8,2009,2009.666667,12.66666667,Normal,-93.656753,42.022089,1.8799205268733645,8
1364,20,RL,8400,Reg,Lvl,Corner,NAmes,1Fam,1Story,5,5,1957,1957,None,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,623.0,Unf,0.0,1179.0,Gd,Y,SBrkr,1364,0,1,3,TA,1,Attchd,331.0,Y,60,3,2006,2006.25,49.25,Normal,-93.656735,42.022089,1.8789945662808538,8
2452,20,RL,15274,IR1,Lvl,Corner,NridgHt,1Fam,1Story,9,5,2003,2003,BrkFace,724.0,Gd,TA,PConc,Ex,TA,No,GLQ,1972.0,Unf,0.0,2452.0,Ex,Y,SBrkr,2452,0,2,3,Ex,1,Attchd,886.0,Y,116,7,2009,2009.583333,6.583333333,Normal,-93.656718,42.022089,1.8781200482808083,8
1953,60,FV,10574,Reg,Lvl,Inside,Somerst,1Fam,2Story,8,5,2005,2006,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1082.0,Ex,Y,SBrkr,1082,871,2,3,Gd,1,Attchd,1043.0,Y,210,5,2009,2009.416667,3.416666667,Normal,-93.656664,42.022088,1.8753441473938979,8
1216,20,RL,10050,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1955,1955,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,288.0,Unf,0.0,1216.0,TA,Y,SBrkr,1216,0,1,3,TA,0,Attchd,336.0,Y,0,8,2007,2007.666667,52.66666667,Normal,-93.655674,42.022091,1.8244109456415567,8
