,GrLivArea,MSZoning,LotFrontage,LotArea,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,SaleCondition,price_sfgr,price_sf,perc_1stflr,house_footprint,house_ga_footprint,RoomSize,QualXSF,CondXSF,BsmtGLQSF,BsmtALQSF,BsmtBLQSF,BsmtRecSF,BsmtLwQSF,Bsmt_Y,OutdoorSpace,AgeSold,gaudist_LincolnGrand,gaudist_GreekCircle,gaudist_OntarioND,gaudist_Stange13,gaudist_Grand13,gaudist_Grand24,gaudist_BloomStange,gaudist_IC3069
1806,1626,RL,36.0,2448,Inside,Twnhs,2Story,7,5,Stone,106.0,Gd,TA,PConc,Gd,TA,No,191.0,764.0,Ex,764,862,0,1.0,0.0,2,1,2,1,Gd,6,0,2.0,474.0,Normal,94.71094710947108,64.43514644351464,0.4698646986469865,0.3120915032679738,0.505718954248366,271.0,11382,8130,573.0,0.0,0.0,0.0,0.0,1,27,4,0.028268825467653493,0.05339358601658544,0.13459363314085845,0.3515266615991771,0.11636508614178406,0.262121766140632,0.9610553793819895,2.8312789717216726e-05
1807,1553,FV,68.0,8736,Inside,1Fam,1Story,7,5,None,0.0,Gd,TA,PConc,Gd,TA,No,422.0,1553.0,Ex,1553,0,0,1.0,0.0,2,0,3,1,Gd,6,0,2.0,588.0,Normal,150.99806825499033,75.49903412749516,1.0,0.1777701465201465,0.2450778388278388,258.8333333333333,10871,7765,771.0,360.0,0.0,0.0,0.0,1,280,5,0.10664272705062253,0.13129665770456295,0.10862777464927204,0.5753750285303819,0.3277267634871556,0.5582147664682059,0.9340058455399203,0.0002735127611935889
1808,1422,RL,78.0,12090,Inside,1Fam,1Story,6,6,BrkFace,210.0,TA,Gd,CBlock,Gd,TA,No,606.0,1422.0,TA,1422,0,0,0.0,0.0,2,0,3,1,Gd,7,1,2.0,576.0,Normal,123.41772151898734,61.70886075949367,1.0,0.1176178660049627,0.1652605459057071,203.14285714285717,8532,8532,588.0,0.0,0.0,0.0,228.0,1,276,27,0.0827899430834556,0.08065417990924557,0.05991410314782177,0.42969062796495694,0.2992542856408565,0.5958100801371756,0.9368111322801116,0.00015349478146407336
1809,1363,RM,60.0,7740,Inside,1Fam,2Story,4,7,None,0.0,TA,TA,CBlock,Fa,TA,No,622.0,622.0,Gd,741,622,0,0.0,0.0,1,0,3,1,TA,6,0,2.0,528.0,Normal,92.07630227439472,63.22418136020151,0.5436537050623624,0.0957364341085271,0.163953488372093,227.16666666666663,5452,9541,0.0,0.0,0.0,0.0,0.0,1,0,60,0.7722544135386857,0.1921037220800848,0.002245950955164104,0.16978612336743085,0.7485399804064288,0.4228547801913047,0.03516155021889789,0.07809062650837424
1810,2125,RL,97.0,10990,CulDSac,1Fam,2Story,7,5,None,0.0,Gd,TA,PConc,Ex,TA,No,213.0,1064.0,Ex,1064,1061,0,1.0,0.0,2,1,4,1,Gd,12,2,2.0,576.0,Normal,131.52941176470588,87.6450297899028,0.5007058823529412,0.0968152866242038,0.1492265696087352,177.08333333333334,14875,10625,851.0,0.0,0.0,0.0,0.0,1,168,11,0.03778296029455624,0.09673872529253925,0.26950021513840755,0.47792319965004576,0.12276210640098278,0.22027713660755913,0.850353477178946,6.16816554869614e-05
1811,2082,RM,63.0,11426,Inside,1Fam,1.5Fin,7,5,None,0.0,TA,TA,PConc,Gd,TA,No,1362.0,1362.0,Ex,1362,720,0,0.0,0.0,2,1,3,1,Gd,6,0,2.0,484.0,Normal,96.06147934678194,58.07200929152149,0.654178674351585,0.1192018204095921,0.1615613513040434,347.0,14574,10410,0.0,0.0,0.0,0.0,0.0,1,518,5,0.8857863604967063,0.41866458329023154,0.015747720028618302,0.44830045124674467,0.9639264403331148,0.607730558636314,0.113496422848225,0.05064337368390095
1812,848,RM,35.0,4435,Inside,TwnhsE,1Story,6,5,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,176.0,848.0,Ex,848,0,0,1.0,0.0,1,0,1,1,Gd,4,0,2.0,420.0,Normal,169.51650943396226,84.75825471698113,1.0,0.191206313416009,0.2859075535512965,212.0,5088,4240,672.0,0.0,0.0,0.0,0.0,1,140,7,0.011440817493243062,0.1755029714041293,0.4894855311776068,0.09809779032937446,0.0063358927885870855,0.0020767297119978034,0.00706648216490176,0.0008839350448648636
1813,840,RM,55.0,4388,Inside,1Fam,1.5Unf,5,7,None,0.0,TA,Gd,BrkTil,TA,TA,No,556.0,672.0,Ex,840,0,0,0.0,0.0,1,0,3,1,TA,5,1,0.0,0.0,Normal,103.57142857142856,57.53968253968254,1.0,0.1914311759343664,0.1914311759343664,168.0,4200,5880,0.0,0.0,0.0,0.0,116.0,1,0,57,0.9741113073863135,0.5456935387244657,0.01924526423365258,0.45027109811993754,0.8597854299428352,0.4433199308824252,0.07803505295855914,0.08946619481849666
1814,2541,RL,98.0,12328,Inside,1Fam,2Story,8,5,Stone,146.0,Gd,TA,PConc,Ex,TA,Mn,163.0,1149.0,Ex,1164,1377,0,1.0,0.0,3,1,4,1,Ex,10,1,3.0,729.0,Normal,137.45179063360882,94.65176151761516,0.4580873671782762,0.0944192083062946,0.1535528877352368,254.1,20328,12705,986.0,0.0,0.0,0.0,0.0,1,152,2,0.0480910548503798,0.027512278229225435,0.013768376431358018,0.2016782612558277,0.22832155318551317,0.591018590635376,0.7229051588556057,5.478782148062132e-05
1815,1682,RL,80.0,10400,Inside,1Fam,1Story,7,6,BrkFace,288.0,TA,TA,PConc,TA,TA,No,1304.0,1304.0,Gd,1682,0,0,0.0,0.0,2,0,3,1,TA,7,1,2.0,530.0,Normal,103.44827586206895,58.27193569993302,1.0,0.1617307692307692,0.2126923076923076,240.28571428571428,11774,10092,0.0,0.0,0.0,0.0,0.0,1,98,38,0.20393056462942985,0.1842174427901955,0.07298674030220169,0.6373450360137537,0.530494980520403,0.7705519612285124,0.7691488267639802,0.0009190301659323567
1816,1717,RL,80.0,12400,Inside,1Fam,1.5Fin,5,6,None,0.0,TA,TA,CBlock,Gd,TA,Mn,299.0,901.0,TA,1125,592,0,0.0,0.0,1,1,2,1,TA,7,1,1.0,410.0,Normal,112.9877693651718,74.10236822001528,0.6552125800815376,0.0907258064516129,0.1237903225806451,245.28571428571428,8585,10302,0.0,0.0,602.0,0.0,0.0,1,0,56,0.6049045753280125,0.9909289656407294,0.1126106950583809,0.5867409157857674,0.3917641363748198,0.14981992210240908,0.057509992707845826,0.07935687783126975
1817,1717,RL,80.0,12400,Inside,1Fam,1.5Fin,5,6,None,0.0,TA,TA,CBlock,Gd,TA,Mn,299.0,901.0,TA,1125,592,0,0.0,0.0,1,1,2,1,TA,7,1,1.0,410.0,Normal,112.9877693651718,74.10236822001528,0.6552125800815376,0.0907258064516129,0.1237903225806451,245.28571428571428,8585,10302,0.0,0.0,602.0,0.0,0.0,1,0,56,0.6049045753280125,0.9909289656407294,0.1126106950583809,0.5867409157857674,0.3917641363748198,0.14981992210240908,0.057509992707845826,0.07935687783126975
1818,894,RL,70.0,8680,Inside,1Fam,1Story,5,7,None,0.0,TA,TA,CBlock,TA,TA,No,894.0,894.0,TA,894,0,0,0.0,0.0,1,0,3,1,TA,5,0,1.0,312.0,Normal,131.54362416107384,65.77181208053692,1.0,0.1029953917050691,0.1389400921658986,178.8,4470,6258,0.0,0.0,0.0,0.0,0.0,1,0,47,0.40066521762303786,0.1814997353140936,0.017702500288315628,0.45266787913747764,0.8383945236712125,0.9895999273410261,0.37213157011909154,0.004249555278860465
1819,1073,RL,79.0,10289,Inside,1Fam,1Story,5,7,BrkFace,168.0,TA,TA,CBlock,TA,TA,No,237.0,1073.0,TA,1073,0,0,1.0,0.0,1,1,3,1,TA,6,0,2.0,515.0,Normal,145.38676607642125,72.69338303821063,1.0,0.1042861308193216,0.1543395859655943,178.83333333333334,5365,7511,0.0,836.0,0.0,0.0,0.0,1,0,42,0.294902272125734,0.16471313673824953,0.027747967742120277,0.5018868307604686,0.712561921432104,0.9651260880439998,0.5332855989980316,0.0019699595705043324
1820,1773,RL,80.0,10800,Inside,1Fam,1Story,6,6,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,400.0,1313.0,TA,1773,0,0,1.0,0.0,2,0,3,1,TA,6,2,2.0,418.0,Normal,103.21489001692048,59.300064808814,1.0,0.1641666666666666,0.2028703703703703,295.5,10638,10638,0.0,0.0,0.0,913.0,0.0,1,453,14,0.3726449417620659,0.07686365534446066,0.001934271839286347,0.16162670789988423,0.711156608654032,0.7695610752008347,0.11360499810984187,0.006984413331924797
1821,1026,RL,86.0,10970,Inside,1Fam,SLvl,6,6,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,0.0,940.0,TA,1026,0,0,1.0,0.0,1,0,3,1,TA,5,0,2.0,576.0,Normal,143.2748538011696,74.77110885045778,1.0,0.0935278030993619,0.1460346399270738,205.2,6156,6156,505.0,0.0,0.0,0.0,435.0,1,34,30,0.006864793863688531,0.12534900186218512,0.5997116839194179,0.08883968644897959,0.004525438684751987,0.0017525657829574744,0.008740641918776052,0.00031320638721296916
1822,1348,RM,50.0,6000,Corner,1Fam,1.5Fin,5,8,None,0.0,TA,TA,BrkTil,TA,TA,No,884.0,884.0,Ex,884,464,0,1.0,0.0,1,0,3,1,TA,5,1,1.0,216.0,Normal,86.79525222551929,52.41935483870968,0.655786350148368,0.1473333333333333,0.1833333333333333,269.6,6740,10784,0.0,0.0,0.0,0.0,0.0,1,208,12,0.7895101376981011,0.4237309291976299,0.02422711085277697,0.5509205205606248,0.9914679121663537,0.7169697286369361,0.1802466710417175,0.02947518400300335
1823,1175,RL,63.0,13072,Inside,1Fam,1Story,6,5,BrkFace,126.0,TA,TA,PConc,Gd,Gd,No,1095.0,1175.0,Ex,1175,0,0,1.0,0.0,1,0,3,1,Gd,6,0,0.0,0.0,Normal,124.25531914893617,62.12765957446808,1.0,0.0898867809057527,0.0898867809057527,195.83333333333331,7050,5875,80.0,0.0,0.0,0.0,0.0,1,90,2,0.0014847756217892267,0.031919867443548244,0.7972947368691494,0.07347663525332204,0.002406952387586463,0.002208534711309666,0.03646630246945476,6.076577562856208e-06
1824,869,RL,60.0,10122,Inside,1Fam,1Story,4,6,None,0.0,TA,TA,Slab,,,,0.0,0.0,TA,869,0,0,0.0,0.0,1,0,1,1,TA,3,0,1.0,390.0,Normal,103.45224395857308,103.45224395857308,1.0,0.085852598300731,0.124382533096226,289.6666666666667,3476,5214,0.0,0.0,0.0,0.0,0.0,0,66,58,0.6261993179685108,0.2202450828776316,0.008910647654169173,0.35913956362186156,0.9564121915949907,0.8350807793856514,0.1679794802866877,0.016762685570781317
1825,1051,RL,80.0,9600,Corner,1Fam,1Story,5,5,None,0.0,TA,TA,CBlock,TA,TA,No,293.0,1051.0,Gd,1051,0,0,1.0,0.0,1,0,3,1,TA,6,0,2.0,504.0,Normal,135.1094196003806,67.5547098001903,1.0,0.1094791666666666,0.1619791666666666,175.16666666666666,5255,5255,0.0,758.0,0.0,0.0,0.0,1,0,38,0.3186636266518432,0.18028310036356898,0.02913250953467914,0.5223775655595175,0.7402149093244,0.9653655551593183,0.5169499620152828,0.002346131982357191
1826,1800,RL,122.0,11923,Corner,1Fam,1Story,9,5,None,0.0,Gd,TA,PConc,Ex,TA,No,1800.0,1800.0,Ex,1800,0,0,0.0,0.0,2,0,2,1,Ex,7,0,2.0,702.0,Normal,132.77777777777777,66.38888888888889,1.0,0.1509687159271995,0.2098465151388073,257.1428571428572,16200,9000,0.0,0.0,0.0,0.0,0.0,1,424,2,0.00375927988714017,0.08042990978104474,0.7156476278663333,0.07881133429401162,0.0031559059192203054,0.001540614755731275,0.011960849535915334,8.552912884446678e-05
1827,1524,RL,78.0,11344,Inside,1Fam,1.5Fin,5,5,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,414.0,874.0,TA,874,650,0,0.0,0.0,1,1,3,1,TA,7,0,1.0,315.0,Normal,94.48818897637796,60.05004170141785,0.573490813648294,0.0770451339915373,0.1048131170662905,217.7142857142857,7620,7620,0.0,0.0,460.0,0.0,0.0,1,0,49,0.32236765752279006,0.11922837062039711,0.010143842391559528,0.33969542676322917,0.7550714776602915,0.9933954346412975,0.3429335041532939,0.002775217079750294
1828,1336,RL,79.0,9610,Corner,1Fam,1Story,6,6,BrkFace,632.0,TA,TA,CBlock,TA,TA,No,918.0,1121.0,Ex,1336,0,0,0.0,0.0,1,1,3,1,TA,7,1,2.0,488.0,Normal,121.25748502994011,65.93406593406593,1.0,0.1390218522372528,0.1898022892819979,190.8571428571429,8016,8016,0.0,0.0,0.0,203.0,0.0,1,80,48,0.3541084615642687,0.09870959242317295,0.004759954264198961,0.24727771898144235,0.7618236714113471,0.924289118570073,0.21491267078209395,0.004282081691243037
1829,1143,RL,63.0,7500,Inside,1Fam,1Story,7,5,None,0.0,Gd,TA,PConc,Gd,Gd,No,1143.0,1143.0,Ex,1143,0,0,0.0,0.0,1,1,3,1,Gd,5,0,0.0,0.0,Normal,128.60892388451444,64.30446194225722,1.0,0.1524,0.1524,228.6,8001,5715,0.0,0.0,0.0,0.0,0.0,1,55,1,0.0014104781620962283,0.031094241883310638,0.790175225339736,0.07042309882922383,0.0022552242944009894,0.002042060296138148,0.03408447811784256,5.920689018641417e-06
1830,1567,RL,60.0,13680,Inside,1Fam,1.5Fin,5,6,None,0.0,TA,TA,CBlock,TA,TA,No,112.0,840.0,Ex,840,727,0,1.0,0.0,1,1,2,1,TA,6,2,2.0,440.0,Normal,130.82322910019144,85.16825924387204,0.5360561582641991,0.0614035087719298,0.0935672514619883,261.1666666666667,7835,9402,0.0,728.0,0.0,0.0,0.0,1,171,59,0.5330964939804703,0.9968915278634018,0.13246479223199611,0.5723087272390691,0.3349016590227405,0.12435784590333902,0.053020160489156656,0.07162435896154232
1831,796,RM,40.0,3636,Inside,1Fam,1Story,4,4,None,0.0,TA,TA,BrkTil,TA,Fa,No,796.0,796.0,Fa,796,0,0,0.0,0.0,1,0,2,1,TA,5,0,0.0,0.0,Normal,69.09547738693468,34.54773869346734,1.0,0.2189218921892189,0.2189218921892189,159.2,3184,3184,0.0,0.0,0.0,0.0,0.0,1,100,58,0.9703858952751808,0.6776701999293103,0.025951685806279132,0.45789893236296125,0.7261802779317925,0.31948773238571326,0.05880271216875285,0.12489247532913143
1832,1823,RL,75.0,12192,Inside,1Fam,2Story,7,5,None,0.0,Gd,TA,PConc,Gd,TA,No,265.0,928.0,Ex,928,895,0,1.0,0.0,2,1,3,1,Gd,6,0,2.0,626.0,Normal,128.90839275918816,85.42348237004725,0.5090510148107515,0.0761154855643044,0.1274606299212598,303.8333333333333,12761,9115,663.0,0.0,0.0,0.0,0.0,1,228,7,0.0035124243375948146,0.08179201880479887,0.4353577871672145,0.04711705140861975,0.0019496759979085298,0.0006399812839767282,0.0033916910094526367,0.0002264725331896413
1833,1752,RL,61.0,7658,Inside,TwnhsE,1Story,9,5,BrkFace,412.0,Ex,TA,PConc,Ex,TA,No,1296.0,1752.0,Ex,1752,0,0,1.0,0.0,2,0,2,1,Ex,6,1,2.0,576.0,Normal,182.59132420091325,91.29566210045662,1.0,0.2287803604074171,0.3039958213632802,292.0,15768,8760,456.0,0.0,0.0,0.0,0.0,1,278,5,0.021455636175349856,0.04894515079479357,0.16623692839828888,0.3282573008790116,0.0887442586611945,0.2007564567207128,0.9032341621186943,1.9608523063359728e-05
1834,1218,RM,21.0,1680,Inside,Twnhs,2Story,6,7,BrkFace,281.0,TA,TA,CBlock,TA,TA,No,355.0,672.0,Gd,672,546,0,0.0,1.0,1,1,3,1,TA,7,0,1.0,264.0,Normal,96.88013136288998,62.43386243386244,0.5517241379310345,0.4,0.5571428571428572,174.0,7308,8526,0.0,0.0,317.0,0.0,0.0,1,28,34,0.16211969563437034,0.09266957383101054,0.0241379437124057,0.3946824465351613,0.5064912612217485,0.8776708758002928,0.6659145538533983,0.0005493390404504258
1835,1714,RL,80.0,10421,Inside,1Fam,2Story,7,5,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,586.0,980.0,TA,980,734,0,0.0,0.0,2,1,3,1,TA,7,1,2.0,496.0,Normal,114.6441073512252,72.93986636971047,0.5717619603267211,0.0940408789943383,0.1416370789751463,244.8571428571429,11998,8570,394.0,0.0,0.0,0.0,0.0,1,450,22,0.2866954775784894,0.3147504006430251,0.11836207058606853,0.8222237295552004,0.5947368192051151,0.6950656617677732,0.6586367802400394,0.002146493350568522
1836,1224,RL,85.0,10899,Inside,Duplex,1Story,4,5,None,0.0,TA,TA,Slab,,,,0.0,0.0,TA,1224,0,0,0.0,0.0,2,0,2,2,TA,8,0,3.0,530.0,Normal,84.15032679738562,84.15032679738562,1.0,0.1123038810900082,0.1609321956142765,153.0,4896,6120,0.0,0.0,0.0,0.0,0.0,0,0,43,0.3823333426214451,0.2040704358589216,0.026272597830482657,0.5252571406802731,0.8129958145432212,0.9742327101983512,0.4436338880565159,0.0036306667479577464
1837,1671,RL,58.0,10852,Inside,1Fam,2Story,6,5,None,0.0,TA,TA,PConc,Gd,TA,No,173.0,959.0,Ex,959,712,0,1.0,0.0,2,1,3,1,TA,7,1,2.0,472.0,Normal,103.5308198683423,65.77946768060836,0.5739078396169958,0.0883708072244747,0.1318650939918909,238.7142857142857,10026,8355,786.0,0.0,0.0,0.0,0.0,1,38,6,0.04438468543052482,0.05050141373349703,0.06143829526191127,0.33590085647722706,0.1888870510789373,0.4396892241794651,0.9808343316629428,5.040563761979614e-05
1838,874,RL,60.0,7200,Inside,1Fam,1Story,4,4,None,0.0,TA,TA,CBlock,TA,TA,No,224.0,864.0,TA,874,0,0,0.0,1.0,1,0,3,1,TA,5,0,2.0,576.0,Normal,111.55606407322657,56.09896432681243,1.0,0.1213888888888889,0.2013888888888889,174.8,3496,3496,0.0,0.0,0.0,20.0,620.0,1,63,35,0.11394718296340212,0.06493465559388725,0.020719709024494094,0.32872867397224576,0.40677380834178256,0.8010396489825609,0.705185393679481,0.0002731930076722621
1839,704,RL,50.0,4280,Inside,1Fam,1Story,4,9,None,0.0,TA,Gd,CBlock,Fa,TA,No,560.0,560.0,Ex,704,0,0,0.0,1.0,1,0,2,1,Fa,4,0,1.0,220.0,Normal,126.0653409090909,70.2136075949367,1.0,0.1644859813084112,0.2158878504672897,176.0,2816,6336,0.0,0.0,0.0,0.0,0.0,1,24,8,0.13653781007510765,0.5342031917428405,0.6342175912937861,0.7737871761314139,0.1686907917343322,0.11965940049269935,0.24020464936475705,0.0023141420204028187
1840,1221,RL,60.0,9738,Inside,1Fam,1.5Fin,5,7,None,0.0,TA,Gd,BrkTil,TA,TA,No,392.0,784.0,Gd,949,272,0,1.0,0.0,1,0,4,1,TA,7,0,1.0,392.0,Normal,85.91318591318591,52.31920199501247,0.7772317772317773,0.0974532758266584,0.1377079482439926,174.42857142857142,6105,8547,0.0,0.0,392.0,0.0,0.0,1,236,56,0.15312848394107087,0.7109813975460331,0.462401460770053,0.5063958801828351,0.10853059218290297,0.04516731339180013,0.05767898417761925,0.010267336121175696
1841,1140,RM,55.0,8800,Corner,1Fam,1.5Fin,4,7,None,0.0,TA,TA,BrkTil,TA,Fa,No,576.0,576.0,Gd,792,348,0,0.0,0.0,1,0,3,1,TA,7,0,0.0,0.0,Normal,84.64912280701755,56.23543123543124,0.6947368421052632,0.09,0.09,162.85714285714286,4560,7980,0.0,0.0,0.0,0.0,0.0,1,160,6,0.8241787205921041,0.33507345000877486,0.011393486569670895,0.3962643512770837,0.9755915533374421,0.6669428293151098,0.11693403088652757,0.040317891210261865
1842,836,RL,24.0,2104,Inside,TwnhsE,1Story,7,6,None,0.0,TA,TA,CBlock,TA,TA,No,300.0,836.0,TA,836,0,0,0.0,1.0,1,0,2,1,TA,5,0,1.0,345.0,Normal,153.70813397129186,76.85406698564593,1.0,0.3973384030418251,0.5613117870722434,167.2,5852,5016,0.0,536.0,0.0,0.0,0.0,1,170,33,0.1938990465598994,0.10277369076481947,0.02155125626659181,0.4005644709249756,0.5678916827143249,0.9250998285066203,0.6021781921926682,0.0008023170675555007
1843,1634,RL,98.0,11428,Inside,1Fam,1Story,8,5,Stone,248.0,Gd,TA,PConc,Gd,TA,No,1626.0,1626.0,Ex,1634,0,0,0.0,0.0,2,0,3,1,Gd,7,1,3.0,866.0,Normal,152.99877600979192,76.68711656441718,1.0,0.1429821491074553,0.2187609380469023,233.42857142857144,13072,8170,0.0,0.0,0.0,0.0,0.0,1,44,1,0.01170141597288267,0.02437802686231203,0.10051446682579318,0.21460906543993002,0.0599618654769888,0.16660950854027531,0.8693994349650455,6.359122799609909e-06
1844,1078,RL,68.0,9717,Inside,1Fam,1Story,5,6,None,0.0,TA,TA,CBlock,TA,TA,Mn,0.0,1078.0,Gd,1078,0,0,1.0,0.0,1,0,2,1,Gd,5,0,1.0,240.0,Normal,131.8413729128015,65.92068645640074,1.0,0.1109395904085623,0.1356385715755891,215.6,5390,6468,49.0,0.0,0.0,1029.0,0.0,1,478,14,0.5632425764917526,0.28898443161597026,0.02432331150153524,0.5477618700681518,0.9479511748480455,0.907819768782357,0.30379589594129036,0.009996770152479502
1845,1005,RL,62.0,14299,Inside,1Fam,1Story,4,3,None,0.0,TA,TA,CBlock,TA,TA,No,348.0,1005.0,TA,1005,0,0,1.0,0.0,1,0,3,1,TA,5,0,2.0,440.0,Normal,114.82587064676616,57.41293532338308,1.0,0.070284635289181,0.1010560179033498,201.0,4020,3015,0.0,0.0,0.0,513.0,144.0,1,0,43,0.031339370703875304,0.2425951535318626,0.951339717579984,0.414244728242759,0.042476993973832054,0.03288851633671938,0.15072642229966104,0.00031358081956786446
1846,1575,RL,50.0,8012,Inside,TwnhsE,1Story,6,5,None,0.0,Gd,TA,PConc,Gd,TA,No,1145.0,1575.0,Gd,1575,0,0,1.0,0.0,2,0,2,1,Gd,5,0,2.0,529.0,Normal,113.77777777777776,56.888888888888886,1.0,0.196580129805292,0.2626060908637044,315.0,9450,7875,430.0,0.0,0.0,0.0,0.0,1,52,15,0.003897209961239545,0.06357644014999185,0.9252179602217921,0.1305818495328565,0.00586697234101077,0.005016964517421403,0.05690366683643394,2.171026209968585e-05
1847,874,RL,62.0,9858,Inside,1Fam,1Story,5,6,None,0.0,TA,TA,CBlock,TA,TA,No,354.0,864.0,TA,874,0,0,1.0,0.0,1,0,3,1,TA,5,0,1.0,288.0,Normal,148.74141876430207,74.79861910241657,1.0,0.0886589571921282,0.1178738080746601,174.8,4370,5244,0.0,0.0,510.0,0.0,0.0,1,33,41,0.11077091890206313,0.03424003065888655,3.703119387154307e-05,0.003197024108547752,0.018782822561283302,0.001992901964364909,2.8610711908328084e-05,0.9575138455318016
1848,1677,RL,65.0,8450,Inside,1Fam,2Story,6,5,None,0.0,Gd,TA,PConc,Gd,TA,No,355.0,827.0,Ex,827,850,0,1.0,0.0,2,1,3,1,Gd,7,0,2.0,627.0,Normal,113.59570661896244,76.07827476038338,0.4931425163983303,0.0978698224852071,0.1720710059171597,239.57142857142856,10062,8385,472.0,0.0,0.0,0.0,0.0,1,68,7,0.0027316279468836244,0.050860640669231016,0.8827469708599585,0.10298827490421995,0.0040405439140806295,0.003396513782784194,0.04341252958568691,1.5072249313977055e-05
1849,1212,RL,70.0,9100,Inside,1Fam,1Story,7,5,None,0.0,Gd,TA,PConc,Gd,TA,No,1212.0,1212.0,Ex,1212,0,0,0.0,0.0,2,0,3,1,Gd,6,0,2.0,573.0,Normal,146.86468646864685,73.43234323432343,1.0,0.1331868131868132,0.1961538461538461,202.0,8484,6060,0.0,0.0,0.0,0.0,0.0,1,356,8,0.010113376574258976,0.1623666615774961,0.5068023627204976,0.09430197158421846,0.0057555718382617535,0.00193633548725075,0.007131094576098547,0.0007140737774946117
1850,1709,RM,24.0,2522,Inside,Twnhs,2Story,7,5,Stone,50.0,Gd,TA,PConc,Gd,TA,No,970.0,970.0,Ex,970,739,0,0.0,0.0,2,0,3,1,Gd,7,0,2.0,380.0,Normal,76.06787595084845,48.52556924225457,0.5675833820947923,0.3846153846153846,0.535289452815226,244.14285714285717,11963,8545,0.0,0.0,0.0,0.0,0.0,1,40,2,0.05212132283517152,0.4252633573496452,0.5417567865739069,0.2669308217572868,0.032578451046356725,0.012006383239731789,0.024087391210449033,0.0038279850199829523
1851,1431,RL,68.0,9017,Inside,1Fam,1Story,7,5,None,0.0,Gd,TA,PConc,Gd,TA,Av,871.0,1431.0,Ex,1431,0,0,1.0,0.0,2,0,3,1,Gd,6,0,2.0,666.0,Normal,134.17190775681345,67.08595387840671,1.0,0.1587002328934235,0.232560718642564,238.5,10017,7155,560.0,0.0,0.0,0.0,0.0,1,35,10,0.00228537180061503,0.061167840087251193,0.4245989317912182,0.03710549121776187,0.0013109429289243782,0.00044398123630153284,0.002829230757796095,0.00012760770837392577
1852,1175,RL,81.0,7635,Corner,1Fam,1Story,5,6,None,0.0,TA,TA,CBlock,TA,TA,No,237.0,1175.0,Ex,1175,0,0,0.0,0.0,1,1,3,1,TA,6,0,2.0,484.0,Normal,125.95744680851064,62.97872340425532,1.0,0.1538965291421087,0.2172888015717092,195.83333333333331,5875,7050,0.0,0.0,0.0,588.0,350.0,1,0,50,0.5952956272384958,0.13413730530673834,0.0022527596692281577,0.18083154826032857,0.8029114858175359,0.6227593585787489,0.06796643235077804,0.026544274800335586
1853,960,RM,50.0,6000,Inside,2fmCon,1Story,5,7,None,0.0,TA,TA,CBlock,TA,TA,Av,384.0,960.0,TA,960,0,0,1.0,0.0,1,0,3,1,TA,5,0,2.0,576.0,Normal,141.14583333333334,70.57291666666667,1.0,0.16,0.256,192.0,4800,6720,576.0,0.0,0.0,0.0,0.0,1,0,51,0.6979831694420809,0.1721747771591044,0.0026838232583446496,0.1953674920874727,0.8205853135246566,0.5578201457296368,0.057279075058524864,0.042849945933234865
1854,1224,RL,70.0,9842,FR2,Duplex,1Story,4,5,None,0.0,TA,TA,Slab,,,,0.0,0.0,TA,1224,0,0,0.0,0.0,2,0,2,2,TA,6,0,2.0,462.0,Normal,83.16993464052288,83.16993464052288,1.0,0.1243649664702296,0.1713066449908555,204.0,4896,6120,0.0,0.0,0.0,0.0,0.0,0,0,45,0.4849107178051402,0.22430303432229595,0.018933302093292453,0.48349471505993186,0.9058315017664927,0.9589177424595903,0.3239411694458677,0.006850767907582061
1855,1772,RM,81.0,10337,Inside,1Fam,2Story,8,9,None,0.0,Gd,Gd,BrkTil,TA,TA,No,725.0,725.0,Ex,909,863,0,0.0,0.0,2,1,3,1,Gd,7,0,2.0,816.0,Normal,104.34537246049662,74.04885863035643,0.5129796839729119,0.0879365386475766,0.1668762697107478,253.14285714285717,14176,15948,0.0,0.0,0.0,0.0,0.0,1,0,8,0.8915632636329767,0.4022130726614309,0.013769694430355656,0.4214415966007814,0.9563553066040689,0.5947462778158336,0.10402472352825923,0.05396222187187811
1856,2031,RL,75.0,11404,Inside,1Fam,2Story,7,5,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Av,901.0,1153.0,Ex,1153,878,0,0.0,0.0,2,1,3,1,Gd,8,1,2.0,541.0,Normal,109.55194485475135,69.88065326633166,0.567700640078779,0.1011048754822869,0.1485443703963521,253.875,14217,10155,0.0,252.0,0.0,0.0,0.0,1,276,9,0.009607374097485558,0.15675463272919182,0.5497827601816473,0.0983741641422366,0.005799246795068104,0.0020643198670657684,0.008269603325788822,0.0005779915529852338
